1824.4061 -1386.9754 1824.225098 -1386.864258
1825.2500 -1393.1403 1825.573120 -1393.357910
1803.8188 -1351.2639 1803.782349 -1350.674072
1791.4591 -1386.0660 1791.658936 -1386.380127
1802.5954 -1405.5221 1802.497559 -1405.580933
1789.1195 -1389.6860 1788.996216 -1389.359375
1808.3569 -1389.7888 1808.211060 -1390.172363
1817.0934 -1405.6265 1817.286377 -1405.678467
1796.0014 -1384.7254 1796.206177 -1385.137329
1767.8108 -1345.8623 1767.883667 -1346.276733
1794.1930 -1397.5799 1794.162598 -1397.770020
1806.7058 -1395.9504 1806.884644 -1396.170898
1819.4142 -1404.4244 1819.568726 -1404.633789
1818.6583 -1401.8459 1818.879639 -1402.052856
1810.6324 -1400.4791 1810.547729 -1400.604980
1821.8701 -1453.3001 1821.616943 -1453.564575
1834.7427 -1440.2172 1834.671509 -1440.452515
1837.3773 -1488.5454 1837.427979 -1488.694824
1839.4388 -1470.3253 1839.308594 -1470.234619
1823.5502 -1467.9685 1823.385742 -1467.848755
1833.8619 -1468.3626 1833.980591 -1468.621826
1843.2837 -1433.2596 1843.372437 -1433.076172
1826.0357 -1493.2542 1826.092896 -1493.322632
1828.3452 -1474.4441 1828.442383 -1474.122925
1812.5425 -1440.3968 1812.387329 -1440.595459
1818.6912 -1484.3466 1818.466919 -1484.295654
1810.3974 -1485.3924 1810.144653 -1485.391602
1812.3799 -1470.1840 1812.193604 -1470.045288
1828.4658 -1502.8864 1828.196167 -1502.612915
1806.8750 -1471.7078 1806.863525 -1471.623901
1809.6462 -1519.3318 1809.472046 -1519.472534
1806.9718 -1527.3410 1807.153076 -1527.296387
1831.2672 -1540.1040 1831.102173 -1540.282104
1836.4705 -1555.0782 1836.699341 -1554.888916
1814.9961 -1509.2724 1815.005859 -1509.439087
1813.3418 -1497.8408 1813.386353 -1497.812256
1821.9348 -1495.6457 1821.704224 -1495.856079
1820.3685 -1485.7631 1820.292480 -1485.804932
1840.0248 -1533.5780 1839.992065 -1533.794189
1817.3885 -1510.3590 1817.187256 -1510.433716
1823.6293 -1516.3093 1823.686523 -1516.378540
1815.4347 -1508.8002 1815.445801 -1508.555420
1824.4504 -1526.0009 1824.658081 -1526.015991
1816.1501 -1522.1583 1815.869385 -1522.102051
1826.5802 -1552.1515 1826.615356 -1551.998413
1820.8585 -1546.7638 1820.943848 -1546.628906
1808.7102 -1531.8516 1808.929321 -1531.351196
1837.9515 -1562.9420 1838.006226 -1562.933960
1839.1246 -1543.5960 1838.791260 -1543.716675
1824.4636 -1522.6790 1824.733154 -1522.814087
1805.9731 -1496.3972 1805.968262 -1496.128296
1799.1215 -1478.2174 1799.365601 -1478.611694
1804.8099 -1509.4381 1804.695557 -1509.596802
1817.4146 -1536.6433 1817.212158 -1536.630371
1798.7588 -1497.4282 1798.796753 -1497.827271
1790.7247 -1505.5385 1790.605957 -1505.450439
1809.7109 -1465.4837 1809.717773 -1465.430054
1808.8582 -1466.5814 1808.722168 -1466.248657
1806.3096 -1529.8216 1806.172729 -1529.613892
1819.9305 -1530.5847 1819.943848 -1530.545044
1832.7283 -1521.8175 1832.729126 -1522.063232
1833.2265 -1538.2411 1833.126099 -1538.127563
1851.7128 -1540.9905 1851.801880 -1540.983521
1845.9254 -1556.9435 1846.113647 -1557.006470
1856.8541 -1523.7576 1856.891479 -1524.075806
1840.1350 -1533.6052 1840.497070 -1533.622070
1834.5889 -1561.3883 1834.768066 -1561.329468
1847.5153 -1611.9345 1847.499512 -1611.944214
1841.7751 -1592.5684 1841.895264 -1592.501221
1828.6340 -1583.2328 1828.489746 -1583.722900
1832.2179 -1604.7491 1831.972046 -1604.647217
1810.8606 -1549.1723 1811.156738 -1549.109863
1829.2732 -1580.3015 1829.213745 -1580.207275
1836.8339 -1614.4125 1836.612549 -1614.395752
1867.8517 -1623.9758 1868.127808 -1623.792847
1836.0932 -1599.4018 1835.925049 -1599.343628
1816.8222 -1552.5510 1816.636108 -1552.720947
1818.9948 -1579.1324 1819.566650 -1579.313477
1817.9414 -1576.1829 1818.006470 -1575.983276
1823.9911 -1598.9465 1824.175903 -1599.176636
1835.9840 -1624.0576 1836.208618 -1624.168945
1850.4448 -1651.9340 1850.587524 -1652.057495
1838.3106 -1638.2558 1838.166016 -1638.442261
1838.4545 -1765.3514 1838.538208 -1765.516724
1838.2822 -1672.7180 1838.433960 -1672.938843
1818.3083 -1630.5263 1818.148438 -1630.623657
1817.0378 -1581.1326 1816.816895 -1581.115234
1837.8936 -1577.2957 1837.956055 -1577.363281
1832.7654 -1553.2616 1832.752808 -1553.107178
1826.5750 -1542.8758 1826.271118 -1542.413086
1858.1757 -1587.2558 1858.236816 -1587.636108
1852.1350 -1589.4925 1852.044922 -1589.555664
1844.0978 -1566.6800 1844.141235 -1566.475342
1850.8613 -1545.5881 1850.963257 -1545.796509
1843.9256 -1554.0749 1844.024536 -1554.257202
1822.9479 -1563.5265 1822.810669 -1563.773560
1828.5083 -1599.0191 1828.866577 -1599.348755
1811.7504 -1560.0517 1811.799927 -1560.048096
1817.1046 -1572.4355 1817.350830 -1572.247192
1814.2521 -1510.9614 1814.203857 -1511.263672
