1851.8191 -1364.0025 1851.707520 -1363.717896
1852.3002 -1366.9160 1852.192505 -1366.671387
1833.9869 -1362.2608 1834.166382 -1362.516357
1832.9413 -1372.3582 1832.967773 -1372.239502
1847.5476 -1402.8972 1847.861816 -1402.619873
1837.3933 -1393.0683 1837.561157 -1393.123047
1833.9333 -1407.0716 1834.014893 -1407.431641
1827.1555 -1382.8017 1827.502319 -1382.744629
1828.0826 -1385.5079 1828.134888 -1385.395020
1821.9252 -1385.5439 1821.934570 -1385.287109
1827.1786 -1398.7509 1826.899292 -1398.938721
1832.0315 -1379.6444 1832.239624 -1379.985107
1829.3045 -1389.5257 1829.445190 -1389.301270
1827.2036 -1426.1961 1827.092041 -1426.607910
1818.5738 -1401.8746 1818.770142 -1401.713745
1823.3024 -1388.5582 1822.859131 -1388.605957
1822.5592 -1383.4830 1822.697388 -1383.506836
1824.9135 -1380.2548 1824.892822 -1380.421143
1840.8618 -1392.9813 1840.783813 -1392.917236
1844.3033 -1408.9021 1844.380493 -1409.108154
1836.4860 -1399.1198 1836.542969 -1399.358643
1824.2062 -1381.9695 1824.284058 -1382.213989
1825.0468 -1387.6461 1824.816650 -1387.928711
1817.2891 -1374.2180 1817.672974 -1373.976929
1820.8401 -1374.3387 1820.698730 -1374.662964
1820.1188 -1376.9561 1820.264526 -1376.784302
1808.6247 -1364.3672 1808.868408 -1364.047852
1807.3555 -1380.5411 1807.550293 -1380.685669
1804.9299 -1358.5596 1805.115112 -1358.869019
1820.0006 -1368.6328 1820.168335 -1368.518188
1817.8340 -1358.9810 1818.036011 -1358.658813
1820.0271 -1372.7069 1820.191650 -1372.642822
1828.7713 -1364.6590 1828.610840 -1364.812012
1831.5406 -1367.7747 1831.308105 -1367.724731
1834.4058 -1390.9108 1834.725586 -1391.139771
1829.1684 -1402.0338 1828.974731 -1402.416504
1823.7928 -1392.0263 1823.704590 -1391.962524
1818.6572 -1410.5609 1818.901489 -1410.395020
1806.4766 -1366.8197 1806.537231 -1366.001343
1800.4839 -1388.2722 1800.518066 -1387.759155
1802.8236 -1410.2776 1802.796509 -1410.254639
1797.2653 -1392.6739 1797.193359 -1392.855957
1789.4038 -1369.3159 1789.698975 -1369.459961
1818.1333 -1464.7743 1817.814087 -1464.704956
1820.4608 -1429.0624 1820.500488 -1428.965698
1823.5562 -1435.5678 1823.853882 -1435.194214
1819.2780 -1401.3242 1819.610718 -1402.001831
1820.4880 -1409.6853 1820.723755 -1409.719482
1815.4410 -1423.4015 1815.622437 -1423.637695
1821.9627 -1439.0677 1821.866211 -1439.528687
1813.1502 -1399.0679 1812.979614 -1399.138306
1819.4589 -1426.8995 1819.529297 -1427.217773
1810.7675 -1426.6485 1810.749390 -1426.469238
1800.6304 -1408.2161 1800.650146 -1407.989868
1818.6521 -1405.6572 1818.450073 -1405.271484
1820.7727 -1442.2401 1820.678345 -1442.668579
1823.6276 -1448.2952 1823.715942 -1447.635010
1829.7301 -1445.4775 1829.905640 -1445.331299
1830.8157 -1439.4409 1830.974731 -1440.272095
1828.4342 -1441.9946 1828.217529 -1442.574707
1820.0041 -1404.2624 1819.915894 -1404.334595
1814.5161 -1391.9157 1814.578247 -1391.914307
1810.2315 -1377.4928 1810.163086 -1377.529419
1800.7461 -1384.2753 1800.897827 -1384.235229
1817.0772 -1403.9819 1817.209839 -1404.471069
1822.5767 -1439.4918 1822.496582 -1439.213745
1826.1723 -1459.2080 1826.117676 -1459.303345
1824.1336 -1458.5677 1823.946045 -1458.810547
1816.9079 -1447.7685 1816.801636 -1447.675537
1808.6831 -1430.8006 1808.852051 -1430.246094
1804.9205 -1431.4406 1805.239380 -1431.178467
1818.8957 -1423.8147 1818.733521 -1423.910889
1820.3216 -1415.3624 1820.161987 -1415.282837
1823.9781 -1430.7759 1824.056030 -1430.594849
1809.9070 -1419.6445 1809.616821 -1419.409424
1810.5162 -1418.4145 1810.186523 -1417.931152
1803.2229 -1431.8609 1803.058960 -1431.824219
1797.0951 -1428.9042 1796.866577 -1428.395508
1812.5666 -1460.3239 1812.628906 -1460.219971
1815.8305 -1453.2260 1815.878906 -1453.289062
1813.9982 -1424.3125 1813.913940 -1424.430176
1816.2942 -1460.3784 1816.487427 -1460.397705
1814.8047 -1455.1981 1814.965332 -1455.486938
1815.9495 -1436.1472 1815.948364 -1436.154175
1801.7287 -1385.2273 1801.865112 -1385.567017
1796.3446 -1382.3277 1796.276611 -1383.042480
1802.8158 -1409.2733 1802.641846 -1408.765747
1797.7054 -1429.2740 1797.664673 -1429.631104
1798.3538 -1398.5966 1798.295654 -1398.976562
1790.7286 -1405.6747 1790.888306 -1405.393799
1789.1096 -1395.0891 1789.040039 -1394.830811
1796.1963 -1405.9754 1796.242432 -1405.879395
1803.8648 -1427.0857 1804.012207 -1427.210815
1804.8761 -1420.6074 1804.873291 -1420.779297
1807.9536 -1407.3529 1807.800903 -1407.416016
1801.4364 -1426.5923 1801.628052 -1426.310669
1810.5064 -1418.4158 1810.381836 -1418.643677
1810.4997 -1417.2121 1810.556274 -1417.469727
1804.7040 -1425.8397 1804.911255 -1425.631836
1796.8504 -1425.9039 1796.762695 -1425.518066
